payroll_number,first_name,last_name,department,position,job,latest_start_date,job_seniority_date,total_salary,gender,assignment_status,assignment_category,race_ethnicity
660395,Isador,Chene,Research and Development,K536.Department Name.Division Name.06,Junior Executive,2011-03-11,2011-03-11,48503.42,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
157101,Ina,McClurg,Marketing,F152.Department Name.Division Name.00,Structural Analysis Engineer,2014-09-30,2014-09-30,101309.84,F,Active Assignment,Fulltime-Regular,Black or African American
509038,Keely,Whaites,Engineering,Q029.Department Name.Division Name.03,VP Marketing,2011-02-14,2011-02-14,123224.58,F,Active Assignment,Parttime-Regular,Asian
190067,Frants,MacMeekan,Business Development,L066.Department Name.Division Name.09,Financial Analyst,2010-09-04,2010-09-04,141715.32,M,Active Assignment,Fulltime-Regular,
503692,Claiborne,Eliyahu,Human Resources,O941.Department Name.Division Name.03,Desktop Support Technician,2005-03-25,2005-03-25,54235.30,M,Active Assignment,Fulltime-Temporary,
839151,Tomas,Feasby,Research and Development,T653.Department Name.Division Name.05,Marketing Assistant,2014-12-19,2014-12-19,81782.40,M,Active Assignment,Fulltime-Regular,Asian
833243,Teador,Lawrenson,Marketing,B563.Department Name.Division Name.03,Technical Writer,2004-04-18,2004-04-18,110511.57,M,Active Assignment,Parttime-Regular,Asian
725262,Gisela,McCraw,Legal,G898.Department Name.Division Name.08,Operator,2003-10-07,2003-10-07,44702.91,F,Active Assignment,Fulltime-Temporary,Black or African American
573649,Linoel,Groundwater,Accounting,U444.Department Name.Division Name.04,Community Outreach Specialist,2002-08-06,2002-08-06,139474.99,M,Active Assignment,Fulltime-Temporary,Black or African American
877831,Hendrick,De Rechter,Human Resources,S372.Department Name.Division Name.06,Civil Engineer,2005-02-25,2005-02-25,148952.80,M,Active Assignment,Fulltime-Temporary,Asian
232738,Drake,Kasher,Research and Development,E811.Department Name.Division Name.01,Administrative Assistant I,2013-09-03,2013-09-03,66024.68,M,Active Assignment,Fulltime-Regular,Black or African American
199047,Mahala,Vinick,Marketing,E822.Department Name.Division Name.05,Marketing Assistant,2010-06-01,2010-06-01,98709.90,F,Active Assignment,Parttime-Regular,Black or African American
306010,Mack,McCluskey,Marketing,T007.Department Name.Division Name.02,Director of Sales,2004-04-23,2004-04-23,117048.50,M,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
920447,Bowie,Hayers,Engineering,V840.Department Name.Division Name.07,Nuclear Power Engineer,2011-06-12,2011-06-12,71009.79,M,Active Assignment,Parttime-Regular,Black or African American
722430,Morton,Boyett,Marketing,L435.Department Name.Division Name.02,Project Manager,2013-01-13,2013-01-13,76585.55,M,Active Assignment,Parttime-Regular,
673466,Timothee,Popeley,Research and Development,D917.Department Name.Division Name.09,Sales Associate,2013-02-05,2013-02-05,46053.41,M,Active Assignment,Fulltime-Regular,Asian
316673,Cortie,Harbison,Business Development,O399.Department Name.Division Name.04,Analyst Programmer,2017-03-18,2017-03-18,90620.07,M,Active Assignment,Fulltime-Regular,
363970,Gabbey,Dowdeswell,Human Resources,A346.Department Name.Division Name.09,Financial Analyst,2000-08-02,2000-08-02,148048.13,F,Active Assignment,Fulltime-Temporary,Black or African American
502740,Alfi,Glanfield,Product Management,E613.Department Name.Division Name.00,Community Outreach Specialist,2004-03-13,2004-03-13,139810.73,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
738525,Iona,Rastrick,Legal,E930.Department Name.Division Name.06,VP Marketing,2010-01-25,2010-01-25,117726.21,F,Active Assignment,Parttime-Regular,Asian
672794,Sorcha,Shelborne,Legal,F260.Department Name.Division Name.08,Recruiting Manager,2017-03-12,2017-03-12,109838.04,F,Active Assignment,Parttime-Regular,White
684564,Padget,Cullnean,Engineering,L621.Department Name.Division Name.06,Research Associate,2016-09-29,2016-09-29,67167.44,M,Active Assignment,Fulltime-Temporary,White
348111,Winifred,Vasquez,Engineering,Z280.Department Name.Division Name.08,Business Systems Development Analyst,2012-06-14,2012-06-14,99617.71,F,Active Assignment,Parttime-Regular,Black or African American
295216,Butch,Tuplin,Legal,G206.Department Name.Division Name.00,Project Manager,2015-04-05,2015-04-05,79952.58,M,Active Assignment,Parttime-Regular,Asian
505447,Cristy,Bainton,Human Resources,Y926.Department Name.Division Name.05,Pharmacist,2002-01-12,2002-01-12,68638.31,F,Active Assignment,Parttime-Regular,Asian
756611,Idaline,Aldis,Accounting,B943.Department Name.Division Name.05,VP Sales,2006-03-02,2006-03-02,78684.05,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
724633,Nikolai,Marfield,Training,M003.Department Name.Division Name.03,Assistant Professor,2012-08-21,2012-08-21,142265.98,M,Active Assignment,Parttime-Regular,White
737777,Dreddy,Terron,Services,V142.Department Name.Division Name.07,VP Accounting,2002-12-12,2002-12-12,89191.01,F,Active Assignment,Parttime-Regular,Black or African American
707821,Cecilla,Herche,Legal,D797.Department Name.Division Name.08,Analog Circuit Design manager,2005-08-19,2005-08-19,141503.47,F,Active Assignment,Parttime-Regular,Black or African American
642456,Phaedra,Stuer,Sales,D239.Department Name.Division Name.06,Programmer II,2003-12-30,2003-12-30,58772.84,F,Active Assignment,Fulltime-Regular,White
285963,Joli,Sreenan,Marketing,S959.Department Name.Division Name.02,Senior Developer,2010-04-06,2010-04-06,46104.53,F,Active Assignment,Parttime-Regular,Asian
831572,Pearl,Tschirschky,Sales,B166.Department Name.Division Name.07,Design Engineer,2003-12-25,2003-12-25,43339.24,F,Active Assignment,Parttime-Regular,Black or African American
902137,Bobbette,Philippeaux,Legal,S369.Department Name.Division Name.05,Research Assistant II,2010-09-09,2010-09-09,73556.14,F,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
148214,Gilli,Lomb,Product Management,O816.Department Name.Division Name.04,Civil Engineer,2014-10-25,2014-10-25,62480.12,F,Active Assignment,Fulltime-Temporary,White
326896,Rayna,Jeannenet,Human Resources,S756.Department Name.Division Name.01,Business Systems Development Analyst,2013-05-24,2013-05-24,70094.83,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
919407,Legra,Fogarty,Human Resources,R413.Department Name.Division Name.03,Systems Administrator II,2014-10-05,2014-10-05,68992.90,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
184588,Cecily,Braybrooke,Sales,I735.Department Name.Division Name.03,Teacher,2001-02-27,2001-02-27,81322.85,F,Active Assignment,Fulltime-Temporary,Asian
427330,Gabbie,Potier,Human Resources,V171.Department Name.Division Name.03,Budget/Accounting Analyst IV,2010-11-15,2010-11-15,148238.21,M,Active Assignment,Fulltime-Temporary,Black or African American
859929,Mandy,Abrahamsohn,Sales,L721.Department Name.Division Name.06,Structural Engineer,2007-10-30,2007-10-30,69732.62,F,Active Assignment,Parttime-Regular,White
711538,Sherman,Surgood,Engineering,Q419.Department Name.Division Name.07,Chief Design Engineer,2015-10-24,2015-10-24,64860.22,M,Active Assignment,Parttime-Regular,Black or African American
277101,Lila,Tisor,Human Resources,T688.Department Name.Division Name.00,Technical Writer,2005-10-17,2005-10-17,133045.98,F,Active Assignment,Fulltime-Regular,Asian
321026,Micheil,Esom,Support,L224.Department Name.Division Name.04,Analyst Programmer,2004-01-29,2004-01-29,142463.83,M,Active Assignment,Fulltime-Regular,White
494014,Rahal,Cothey,Legal,O838.Department Name.Division Name.00,Assistant Manager,2009-07-24,2009-07-24,138718.75,F,Active Assignment,Fulltime-Regular,Black or African American
770902,Francisca,Threader,Legal,G440.Department Name.Division Name.03,Software Consultant,2001-02-27,2001-02-27,125324.89,F,Active Assignment,Parttime-Regular,Asian
445071,Corrie,Beglin,Training,A091.Department Name.Division Name.00,Software Test Engineer I,2004-02-16,2004-02-16,106360.33,M,Active Assignment,Fulltime-Regular,Black or African American
919057,Randee,Britten,Product Management,U629.Department Name.Division Name.06,Computer Systems Analyst I,2016-07-22,2016-07-22,43190.02,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
465530,Zach,Giffaut,Sales,Z145.Department Name.Division Name.01,GIS Technical Architect,2007-03-21,2007-03-21,133219.47,M,Active Assignment,Fulltime-Temporary,Asian
407553,Doris,Stichel,Legal,C661.Department Name.Division Name.04,Senior Sales Associate,2008-08-23,2008-08-23,141835.82,F,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
289298,Carolina,Coey,Engineering,R906.Department Name.Division Name.01,Quality Engineer,2012-09-06,2012-09-06,133692.81,F,Active Assignment,Fulltime-Temporary,
141352,Mikaela,Dykins,Support,P057.Department Name.Division Name.08,Desktop Support Technician,2011-12-30,2011-12-30,101328.71,F,Active Assignment,Parttime-Regular,White
814471,Constantia,Larratt,Support,S960.Department Name.Division Name.00,Geological Engineer,2013-11-02,2013-11-02,128074.12,F,Active Assignment,Fulltime-Regular,White
684106,Bastien,Lamcken,Product Management,C720.Department Name.Division Name.04,Environmental Tech,2007-11-28,2007-11-28,62796.97,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
642476,Feodor,Leaver,Legal,M476.Department Name.Division Name.01,Computer Systems Analyst III,2011-04-15,2011-04-15,82242.00,M,Active Assignment,Fulltime-Regular,Black or African American
546729,Minne,Wrintmore,Engineering,G421.Department Name.Division Name.01,Quality Engineer,2002-09-03,2002-09-03,59295.53,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
324583,Gustavus,Zealey,Legal,R557.Department Name.Division Name.04,Structural Engineer,2012-05-24,2012-05-24,137452.51,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
628332,Sena,Elcock,Human Resources,U913.Department Name.Division Name.02,Chemical Engineer,2007-12-27,2007-12-27,81610.64,F,Active Assignment,Parttime-Regular,White
825010,Patrica,Christall,Support,F363.Department Name.Division Name.04,Account Coordinator,2011-11-04,2011-11-04,58196.83,F,Active Assignment,Parttime-Regular,Asian
752563,Darda,Coase,Accounting,M295.Department Name.Division Name.03,Teacher,2009-05-21,2009-05-21,48501.61,F,Active Assignment,Parttime-Regular,White
856795,Nick,Calderonello,Sales,K074.Department Name.Division Name.01,GIS Technical Architect,2008-07-27,2008-07-27,95855.80,M,Active Assignment,Parttime-Regular,White
543694,Lisa,Fitchett,Human Resources,X833.Department Name.Division Name.07,Electrical Engineer,2011-10-27,2011-10-27,138823.70,F,Active Assignment,Fulltime-Temporary,Black or African American
557278,Olenolin,Langlois,Support,H509.Department Name.Division Name.04,Payment Adjustment Coordinator,2006-11-20,2006-11-20,85622.31,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
686806,Margarete,Cromleholme,Support,A203.Department Name.Division Name.08,Nuclear Power Engineer,2012-03-11,2012-03-11,77453.96,F,Active Assignment,Fulltime-Temporary,Asian
552194,Harry,Littledyke,Training,Z864.Department Name.Division Name.00,Clinical Specialist,2012-04-06,2012-04-06,73787.97,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
535359,Bobina,Forbes,Business Development,O281.Department Name.Division Name.04,Desktop Support Technician,2011-02-14,2011-02-14,49465.33,F,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
357165,Tomasine,Braid,Training,P271.Department Name.Division Name.04,Programmer Analyst II,2004-02-20,2004-02-20,71930.21,F,Active Assignment,Fulltime-Regular,
856943,Rudyard,Hubbard,Marketing,K251.Department Name.Division Name.09,Structural Analysis Engineer,2012-03-30,2012-03-30,137781.70,M,Active Assignment,Fulltime-Regular,White
251915,Olwen,McKillop,Research and Development,L882.Department Name.Division Name.03,Senior Developer,2002-05-13,2002-05-13,82541.90,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
653688,Lisle,Brewse,Legal,X013.Department Name.Division Name.07,Associate Professor,2008-01-12,2008-01-12,126120.52,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
425775,Bjorn,Scafe,Training,W242.Department Name.Division Name.09,Paralegal,2015-06-16,2015-06-16,105714.64,M,Active Assignment,Fulltime-Regular,Black or African American
436274,Grazia,Beharrell,Human Resources,N040.Department Name.Division Name.05,Accountant III,2001-11-16,2001-11-16,139647.56,F,Active Assignment,Fulltime-Regular,Asian
601129,Grange,Hazard,Product Management,F720.Department Name.Division Name.04,Teacher,2015-03-01,2015-03-01,68480.04,M,Active Assignment,Fulltime-Temporary,Black or African American
158401,Phillie,Ledram,Human Resources,O759.Department Name.Division Name.06,Recruiter,2006-09-05,2006-09-05,103197.75,F,Active Assignment,Fulltime-Regular,White
963240,Beatriz,Minichillo,Business Development,I043.Department Name.Division Name.03,Software Consultant,2005-08-03,2005-08-03,89270.57,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
921149,Panchito,Kacheler,Accounting,T540.Department Name.Division Name.00,Associate Professor,2008-02-11,2008-02-11,71134.88,M,Active Assignment,Fulltime-Regular,Black or African American
407976,Morry,Bowdler,Research and Development,T207.Department Name.Division Name.08,Systems Administrator II,2001-04-19,2001-04-19,59833.88,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
352798,Gay,Dodgshon,Business Development,Q397.Department Name.Division Name.00,Marketing Manager,2001-11-08,2001-11-08,97603.23,F,Active Assignment,Fulltime-Regular,White
930362,Roselle,Folder,Sales,F294.Department Name.Division Name.04,Data Coordiator,2008-07-03,2008-07-03,98540.77,F,Active Assignment,Fulltime-Temporary,
385895,Lillis,Gillingwater,Training,U459.Department Name.Division Name.08,Social Worker,2003-03-28,2003-03-28,119821.91,F,Active Assignment,Parttime-Regular,White
186379,Demetra,Romera,Legal,W890.Department Name.Division Name.06,Programmer Analyst I,2003-04-15,2003-04-15,91766.23,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
212350,Cobby,Mose,Services,H691.Department Name.Division Name.00,Programmer IV,2011-12-29,2011-12-29,136737.29,M,Active Assignment,Fulltime-Regular,American Indian or Alaskan Native
871234,Lev,Bignall,Sales,W777.Department Name.Division Name.08,Senior Cost Accountant,2004-03-20,2004-03-20,59574.39,M,Active Assignment,Fulltime-Temporary,Black or African American
725472,Pincas,Bannerman,Business Development,W262.Department Name.Division Name.02,Staff Scientist,2005-04-10,2005-04-10,79418.90,M,Active Assignment,Fulltime-Temporary,Asian
553876,Barbara-anne,Draco,Services,Q460.Department Name.Division Name.08,Financial Analyst,2005-02-11,2005-02-11,130840.91,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
545205,Sauncho,Chilley,Support,U119.Department Name.Division Name.08,Accounting Assistant I,2014-06-27,2014-06-27,97290.69,M,Active Assignment,Fulltime-Temporary,Black or African American
550016,Phyllis,Curran,Accounting,L528.Department Name.Division Name.07,Computer Systems Analyst III,2012-09-17,2012-09-17,127385.98,F,Active Assignment,Fulltime-Temporary,Asian
936083,Karyl,Apted,Engineering,F534.Department Name.Division Name.03,Associate Professor,2001-02-06,2001-02-06,98163.34,F,Active Assignment,Fulltime-Temporary,White
160224,Cassandry,Harrison,Research and Development,M524.Department Name.Division Name.02,Speech Pathologist,2000-07-23,2000-07-23,68907.21,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
783237,Emmey,Stannard,Human Resources,W511.Department Name.Division Name.09,Actuary,2008-12-13,2008-12-13,125731.28,F,Active Assignment,Parttime-Regular,Asian
121665,Lizabeth,Kleyn,Research and Development,B683.Department Name.Division Name.06,Help Desk Technician,2002-05-11,2002-05-11,134966.17,F,Active Assignment,Fulltime-Temporary,White
823211,Dani,Franzman,Training,T192.Department Name.Division Name.05,Senior Cost Accountant,2017-06-08,2017-06-08,49127.99,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
653180,Brock,O'Mahoney,Accounting,B527.Department Name.Division Name.06,Engineer III,2002-07-19,2002-07-19,87744.04,M,Active Assignment,Parttime-Regular,White
132811,Jehu,Ferry,Training,Z828.Department Name.Division Name.07,Systems Administrator II,2012-03-14,2012-03-14,135064.36,M,Active Assignment,Fulltime-Regular,Asian
901619,Benjy,Gianilli,Human Resources,J308.Department Name.Division Name.06,Registered Nurse,2006-10-29,2006-10-29,61785.12,M,Active Assignment,Fulltime-Regular,White
284378,Saunders,Cregan,Support,R263.Department Name.Division Name.06,Media Manager I,2009-04-28,2009-04-28,128320.14,M,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
886071,Timmy,Canti,Services,H715.Department Name.Division Name.01,Quality Control Specialist,2002-12-13,2002-12-13,109444.79,M,Active Assignment,Fulltime-Regular,Asian
554719,Smitty,Hunting,Services,Y019.Department Name.Division Name.01,VP Quality Control,2000-10-29,2000-10-29,129611.66,M,Active Assignment,Fulltime-Regular,Black or African American
653633,Antone,Bondy,Business Development,J216.Department Name.Division Name.07,Project Manager,2015-06-09,2015-06-09,82588.23,M,Active Assignment,Fulltime-Temporary,White
261553,Clarey,Anfossi,Product Management,F118.Department Name.Division Name.01,Financial Advisor,2004-05-26,2004-05-26,113272.01,F,Active Assignment,Fulltime-Temporary,Asian
236328,Coraline,Garnar,Research and Development,Q942.Department Name.Division Name.00,Internal Auditor,2005-07-19,2005-07-19,123665.44,F,Active Assignment,Fulltime-Regular,Asian
842082,Nahum,Piperley,Marketing,Z566.Department Name.Division Name.06,Product Engineer,2001-05-01,2001-05-01,55171.74,M,Active Assignment,Parttime-Regular,Asian
481751,Baldwin,Toone,Sales,Y012.Department Name.Division Name.02,Office Assistant I,2014-12-04,2014-12-04,127801.89,M,Active Assignment,Fulltime-Regular,Black or African American
639358,Valle,Richfield,Product Management,H945.Department Name.Division Name.01,VP Quality Control,2000-10-12,2000-10-12,74833.90,M,Active Assignment,Parttime-Regular,Asian
645748,Jonas,Bedlington,Business Development,N028.Department Name.Division Name.09,Research Nurse,2005-09-03,2005-09-03,106420.37,M,Active Assignment,Fulltime-Regular,White
473028,Luciana,Duding,Business Development,B852.Department Name.Division Name.02,Engineer I,2008-04-01,2008-04-01,72161.48,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
765315,Ilyssa,Orrick,Accounting,D204.Department Name.Division Name.08,Software Engineer III,2011-06-10,2011-06-10,80137.19,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
809431,Pernell,Wayne,Support,A634.Department Name.Division Name.08,Mechanical Systems Engineer,2009-06-04,2009-06-04,60401.54,M,Active Assignment,Fulltime-Temporary,Black or African American
216861,Donnamarie,Gregorowicz,Marketing,I252.Department Name.Division Name.02,Web Developer I,2010-02-02,2010-02-02,118005.49,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
707779,Wynn,Episcopio,Human Resources,H572.Department Name.Division Name.06,Marketing Manager,2014-07-26,2014-07-26,102458.39,M,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
700756,Terri-jo,Gallichan,Support,U561.Department Name.Division Name.03,Developer I,2003-05-22,2003-05-22,111717.68,F,Active Assignment,Fulltime-Regular,White
284965,Kaine,Estcot,Human Resources,N379.Department Name.Division Name.05,Help Desk Operator,2008-10-06,2008-10-06,130346.89,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
750731,Laverna,Fowkes,Legal,E970.Department Name.Division Name.09,Nurse,2008-07-04,2008-07-04,82874.46,F,Active Assignment,Parttime-Regular,
851485,Albertine,Deverell,Legal,S787.Department Name.Division Name.07,Technical Writer,2006-06-12,2006-06-12,55969.50,F,Active Assignment,Fulltime-Temporary,Black or African American
840524,Jean,Irnys,Product Management,Z376.Department Name.Division Name.09,Web Developer I,2009-09-02,2009-09-02,60251.15,M,Active Assignment,Fulltime-Temporary,Asian
450179,Rem,Pavlenkov,Services,P925.Department Name.Division Name.01,Senior Sales Associate,2011-08-03,2011-08-03,64902.99,M,Active Assignment,Fulltime-Temporary,Black or African American
161811,Else,Bascomb,Engineering,B205.Department Name.Division Name.03,Actuary,2012-05-21,2012-05-21,42596.28,F,Active Assignment,Parttime-Regular,White
179412,Stacy,Van de Vlies,Services,Z596.Department Name.Division Name.05,General Manager,2017-03-26,2017-03-26,122765.22,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
115288,Timoteo,Scrauniage,Training,N113.Department Name.Division Name.01,Nurse Practicioner,2017-04-07,2017-04-07,47007.38,M,Active Assignment,Fulltime-Temporary,American Indian or Alaskan Native
558962,Osborn,Seer,Business Development,N338.Department Name.Division Name.09,Account Executive,2005-12-06,2005-12-06,91066.20,M,Active Assignment,Fulltime-Regular,Asian
865923,Maggi,Bilbie,Legal,K884.Department Name.Division Name.05,Analog Circuit Design manager,2013-10-23,2013-10-23,84145.53,F,Active Assignment,Fulltime-Regular,Asian
492303,Abigail,Rands,Product Management,K986.Department Name.Division Name.01,Environmental Specialist,2014-04-05,2014-04-05,72955.81,F,Active Assignment,Fulltime-Temporary,White
640933,Torrence,Kesteven,Product Management,E651.Department Name.Division Name.03,Technical Writer,2004-08-02,2004-08-02,68824.48,M,Active Assignment,Fulltime-Regular,White
844564,Corie,Soreau,Services,H544.Department Name.Division Name.08,Electrical Engineer,2009-07-19,2009-07-19,130103.31,F,Active Assignment,Fulltime-Temporary,Black or African American
636505,Kelly,Kirk,Sales,X357.Department Name.Division Name.00,Structural Engineer,2012-12-31,2012-12-31,133125.81,M,Active Assignment,Fulltime-Temporary,Black or African American
968657,Roxi,Mitcheson,Research and Development,T961.Department Name.Division Name.06,Safety Technician IV,2006-01-05,2006-01-05,115953.47,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
350493,Baily,Macrae,Marketing,N835.Department Name.Division Name.05,Assistant Professor,2006-08-14,2006-08-14,93355.06,M,Active Assignment,Fulltime-Regular,Asian
382738,Ellery,Fuller,Accounting,R743.Department Name.Division Name.04,Media Manager I,2006-03-21,2006-03-21,92689.99,M,Active Assignment,Parttime-Regular,White
363075,Gilles,Impy,Product Management,G140.Department Name.Division Name.07,Senior Cost Accountant,2009-03-10,2009-03-10,145846.99,M,Active Assignment,Parttime-Regular,Black or African American
784884,Pavel,Lockhart,Sales,V532.Department Name.Division Name.09,Senior Cost Accountant,2007-10-26,2007-10-26,110640.50,M,Active Assignment,Parttime-Regular,Black or African American
669969,Agnella,Delacroux,Research and Development,Q744.Department Name.Division Name.03,Sales Representative,2003-06-29,2003-06-29,49241.40,F,Active Assignment,Fulltime-Regular,Black or African American
589669,Yolande,Grutchfield,Support,F202.Department Name.Division Name.02,Community Outreach Specialist,2017-04-11,2017-04-11,67511.26,F,Active Assignment,Parttime-Regular,Black or African American
171330,Hailey,Kernocke,Accounting,B154.Department Name.Division Name.07,Analog Circuit Design manager,2013-05-27,2013-05-27,52090.17,M,Active Assignment,Parttime-Regular,Asian
652457,Ernestine,Loukes,Support,J286.Department Name.Division Name.05,Help Desk Technician,2004-11-30,2004-11-30,148419.18,F,Active Assignment,Parttime-Regular,Black or African American
257220,Sashenka,Ladewig,Legal,Y037.Department Name.Division Name.01,Information Systems Manager,2009-10-16,2009-10-16,143101.88,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
344541,Demetri,Gogan,Services,F289.Department Name.Division Name.05,Internal Auditor,2011-06-09,2011-06-09,40308.93,M,Active Assignment,Fulltime-Temporary,Black or African American
350696,Fonz,Klimko,Training,Y917.Department Name.Division Name.01,Associate Professor,2011-04-07,2011-04-07,77125.96,M,Active Assignment,Parttime-Regular,
286535,Kirbie,Oene,Legal,U010.Department Name.Division Name.06,Accountant II,2016-05-05,2016-05-05,141697.78,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
182029,Clarie,Guidetti,Training,V007.Department Name.Division Name.04,Desktop Support Technician,2006-08-02,2006-08-02,141193.62,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
222575,Jourdain,Gallelli,Human Resources,H527.Department Name.Division Name.02,Legal Assistant,2015-03-04,2015-03-04,51603.79,M,Active Assignment,Fulltime-Temporary,White
938332,Alasdair,Dragoe,Marketing,S721.Department Name.Division Name.04,Social Worker,2015-02-18,2015-02-18,133711.78,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
258974,Maighdiln,Carlill,Engineering,V022.Department Name.Division Name.08,Editor,2003-09-17,2003-09-17,108358.94,F,Active Assignment,Fulltime-Temporary,Black or African American
417494,Davida,Huws,Product Management,L248.Department Name.Division Name.02,Help Desk Technician,2014-01-15,2014-01-15,128522.26,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
420556,Johnathon,Guinan,Human Resources,D615.Department Name.Division Name.01,Senior Sales Associate,2016-10-11,2016-10-11,87101.05,M,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
654851,Roderigo,Woolam,Research and Development,F490.Department Name.Division Name.06,Marketing Assistant,2011-07-08,2011-07-08,40601.96,M,Active Assignment,Fulltime-Temporary,Black or African American
230337,Adolph,Dugall,Legal,I911.Department Name.Division Name.00,Desktop Support Technician,2008-06-23,2008-06-23,67836.79,M,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
130611,Bill,Greggersen,Marketing,G397.Department Name.Division Name.00,Actuary,2014-07-12,2014-07-12,79475.96,M,Active Assignment,Fulltime-Regular,American Indian or Alaskan Native
862982,Seka,Dales,Product Management,B258.Department Name.Division Name.08,Chief Design Engineer,2004-07-26,2004-07-26,104862.02,F,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
833012,Leland,State,Legal,X746.Department Name.Division Name.08,Professor,2003-10-08,2003-10-08,88520.60,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
353288,Mordy,McGreil,Legal,I709.Department Name.Division Name.00,Clinical Specialist,2017-05-08,2017-05-08,124471.74,M,Active Assignment,Parttime-Regular,Black or African American
425539,Ilaire,Farguhar,Sales,T253.Department Name.Division Name.04,Librarian,2003-03-09,2003-03-09,51484.16,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
580556,Valida,Cogley,Marketing,H063.Department Name.Division Name.04,Pharmacist,2009-07-30,2009-07-30,56989.14,F,Active Assignment,Fulltime-Temporary,
901853,Stacy,Neylan,Business Development,C977.Department Name.Division Name.04,Operator,2001-04-18,2001-04-18,63584.99,M,Active Assignment,Fulltime-Regular,Black or African American
350039,Querida,Abramski,Business Development,A992.Department Name.Division Name.00,Automation Specialist I,2012-03-20,2012-03-20,121776.82,F,Active Assignment,Fulltime-Temporary,Asian
281477,Nap,Hunn,Support,D070.Department Name.Division Name.07,Director of Sales,2014-04-06,2014-04-06,143686.22,M,Active Assignment,Fulltime-Temporary,
617495,Jacquelyn,Onslow,Sales,G586.Department Name.Division Name.06,Quality Engineer,2011-12-22,2011-12-22,52752.92,F,Active Assignment,Parttime-Regular,
168692,Sanderson,Kybbye,Business Development,G484.Department Name.Division Name.01,Compensation Analyst,2014-10-25,2014-10-25,51425.55,M,Active Assignment,Fulltime-Temporary,White
725628,Emmie,Lavies,Engineering,V413.Department Name.Division Name.06,Staff Accountant III,2002-04-12,2002-04-12,117006.64,F,Active Assignment,Parttime-Regular,Black or African American
145702,Selene,Harold,Research and Development,S017.Department Name.Division Name.01,Programmer IV,2003-09-03,2003-09-03,95284.96,F,Active Assignment,Parttime-Regular,White
373223,Emma,McNelis,Marketing,G555.Department Name.Division Name.03,Librarian,2002-11-14,2002-11-14,101413.98,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
569155,Arman,Rucklesse,Support,M499.Department Name.Division Name.09,Director of Sales,2003-01-29,2003-01-29,48857.53,M,Active Assignment,Fulltime-Temporary,Black or African American
772087,Bobbette,Andrei,Sales,L858.Department Name.Division Name.06,Assistant Manager,2010-11-05,2010-11-05,135121.86,F,Active Assignment,Parttime-Regular,White
715050,Casie,Raubenheim,Accounting,J636.Department Name.Division Name.03,Business Systems Development Analyst,2005-04-16,2005-04-16,48509.43,F,Active Assignment,Fulltime-Regular,Black or African American
929408,Debra,McReidy,Sales,G508.Department Name.Division Name.00,Registered Nurse,2007-04-20,2007-04-20,119519.00,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
